#Gene stable ID	Transcript stable ID	Gene name
YHR002W	YHR002W_mRNA	LEU5
YDR204W	YDR204W_mRNA	COQ4
YNL048W	YNL048W_mRNA	ALG11
YEL074W	YEL074W_mRNA	
YHR172W	YHR172W_mRNA	SPC97
YNL199C	YNL199C_mRNA	GCR2
YDR079C-A	YDR079C-A_mRNA	TFB5
YBR271W	YBR271W_mRNA	EFM2
YPL213W	YPL213W_mRNA	LEA1
YJR045C	YJR045C_mRNA	SSC1
YNL003C	YNL003C_mRNA	PET8
YCR094W	YCR094W_mRNA	CDC50
YNL323W	YNL323W_mRNA	LEM3
YEL062W	YEL062W_mRNA	NPR2
YPR019W	YPR019W_mRNA	MCM4
YHL006C	YHL006C_mRNA	SHU1
YGR029W	YGR029W_mRNA	ERV1
YHL025W	YHL025W_mRNA	SNF6
YGL125W	YGL125W_mRNA	MET13
YJR135W-A	YJR135W-A_mRNA	TIM8
YIR023C-A	YIR023C-A_mRNA	
YGR038W	YGR038W_mRNA	ORM1
YGR008C	YGR008C_mRNA	STF2
YKL083W	YKL083W_mRNA	
YNR068C	YNR068C_mRNA	
YMR046W-A	YMR046W-A_mRNA	
YNL145W	YNL145W_mRNA	MFA2
YHR165C	YHR165C_mRNA	PRP8
YIL108W	YIL108W_mRNA	
YOR209C	YOR209C_mRNA	NPT1
YDR278C	YDR278C_mRNA	
YFL024C	YFL024C_mRNA	EPL1
YOR204W	YOR204W_mRNA	DED1
YJR014W	YJR014W_mRNA	TMA22
YDR352W	YDR352W_mRNA	YPQ2
YMR160W	YMR160W_mRNA	
YLR425W	YLR425W_mRNA	TUS1
YKR022C	YKR022C_mRNA	NTR2
YBR216C	YBR216C_mRNA	YBP1
YLR023C	YLR023C_mRNA	IZH3
YNR064C	YNR064C_mRNA	
YPR118W	YPR118W_mRNA	MRI1
YFL012W-A	YFL012W-A_mRNA	YFL012W-A
YKL081W	YKL081W_mRNA	TEF4
YJL173C	YJL173C_mRNA	RFA3
YCR020W-B	YCR020W-B_mRNA	HTL1
tN(GUU)Q	tN(GUU)Q_tRNA	
YOR009W	YOR009W_mRNA	TIR4
YGL216W	YGL216W_mRNA	KIP3
YGL155W	YGL155W_mRNA	CDC43
YJL222W-A	YJL222W-A_mRNA	
YJR009C	YJR009C_mRNA	TDH2
YLR378C	YLR378C_mRNA	SEC61
YGR250C	YGR250C_mRNA	RIE1
YML005W	YML005W_mRNA	TRM12
YBL068W	YBL068W_mRNA	PRS4
YLL062C	YLL062C_mRNA	MHT1
YNR005C	YNR005C_mRNA	
YKR027W	YKR027W_mRNA	BCH2
YIR002C	YIR002C_mRNA	MPH1
YPR134W	YPR134W_mRNA	MSS18
YDR066C	YDR066C_mRNA	RTR2
YCL026C-B	YCL026C-B_mRNA	HBN1
YNL080C	YNL080C_mRNA	EOS1
YML127W	YML127W_mRNA	RSC9
YDR487C	YDR487C_mRNA	RIB3
YAL062W	YAL062W_mRNA	GDH3
YKR068C	YKR068C_mRNA	BET3
YCL034W	YCL034W_mRNA	LSB5
YPR051W	YPR051W_mRNA	MAK3
YIL153W	YIL153W_mRNA	RRD1
tG(GCC)G2	tG(GCC)G2_tRNA	
ITS2-2	ITS2-2_rRNA	ITS2-2
YDR513W	YDR513W_mRNA	GRX2
YPL039W	YPL039W_mRNA	
YAL023C	YAL023C_mRNA	PMT2
YER002W	YER002W_mRNA	NOP16
YGR195W	YGR195W_mRNA	SKI6
YMR112C	YMR112C_mRNA	MED11
YCR038W-A	YCR038W-A_mRNA	
YMR025W	YMR025W_mRNA	CSI1
YLR214W	YLR214W_mRNA	FRE1
tA(UGC)A	tA(UGC)A_tRNA	TGA1
YBR044C	YBR044C_mRNA	TCM62
YCR005C	YCR005C_mRNA	CIT2
YDR057W	YDR057W_mRNA	YOS9
YLR027C	YLR027C_mRNA	AAT2
YKL156C-A	YKL156C-A_mRNA	
YOR001W	YOR001W_mRNA	RRP6
YDR036C	YDR036C_mRNA	EHD3
YPR009W	YPR009W_mRNA	SUT2
YPL172C	YPL172C_mRNA	COX10
YOR099W	YOR099W_mRNA	KTR1
YHR035W	YHR035W_mRNA	NEL1
YDL083C	YDL083C_mRNA	RPS16B
YJR048W	YJR048W_mRNA	CYC1
YDL023C	YDL023C_mRNA	YDL023C
YIR001C	YIR001C_mRNA	SGN1
YBR064W	YBR064W_mRNA	
YPR149W	YPR149W_mRNA	NCE102
YKL065W-A	YKL065W-A_mRNA	
YNL194C	YNL194C_mRNA	
YPL042C	YPL042C_mRNA	SSN3
YHR073W-A	YHR073W-A_mRNA	
YBL071C-B	YBL071C-B_mRNA	
YOR216C	YOR216C_mRNA	RUD3
YOR132W	YOR132W_mRNA	VPS17
YNL190W	YNL190W_mRNA	
YKR080W	YKR080W_mRNA	MTD1
YHR039C-A	YHR039C-A_mRNA	VMA10
YIL123W	YIL123W_mRNA	SIM1
YBR090C	YBR090C_mRNA	
YJR145C	YJR145C_mRNA	RPS4A
YGR149W	YGR149W_mRNA	GPC1
YJR002W	YJR002W_mRNA	MPP10
YHR048W	YHR048W_mRNA	YHK8
YDR381C-A	YDR381C-A_mRNA	
YDR077W	YDR077W_mRNA	SED1
YHL029C	YHL029C_mRNA	OCA5
YGL104C	YGL104C_mRNA	VPS73
YKR044W	YKR044W_mRNA	UIP5
YGL166W	YGL166W_mRNA	CUP2
YFL034W	YFL034W_mRNA	MIL1
YMR286W	YMR286W_mRNA	MRPL33
YDR238C	YDR238C_mRNA	SEC26
YHR186C	YHR186C_mRNA	KOG1
YOR203W	YOR203W_mRNA	
YCR092C	YCR092C_mRNA	MSH3
YHR106W	YHR106W_mRNA	TRR2
YGL170C	YGL170C_mRNA	SPO74
YGR097W	YGR097W_mRNA	ASK10
YLL052C	YLL052C_mRNA	AQY2
YMR199W	YMR199W_mRNA	CLN1
YOR295W	YOR295W_mRNA	UAF30
tP(UGG)A	tP(UGG)A_tRNA	TRN1
YIL133C	YIL133C_mRNA	RPL16A
YDL086W	YDL086W_mRNA	
YER088C-A	YER088C-A_mRNA	
YNR051C	YNR051C_mRNA	BRE5
YBR230W-A	YBR230W-A_mRNA	
YAL063C-A	YAL063C-A_mRNA	
YML091C	YML091C_mRNA	RPM2
YIL066W-A	YIL066W-A_mRNA	
snR9	snR9_snoRNA	SNR9
YMR136W	YMR136W_mRNA	GAT2
YJR023C	YJR023C_mRNA	
YNR045W	YNR045W_mRNA	PET494
YOL106W	YOL106W_mRNA	
YPR110C	YPR110C_mRNA	RPC40
YKL217W	YKL217W_mRNA	JEN1
YOR121C	YOR121C_mRNA	
YKR102W	YKR102W_mRNA	FLO10
YKR085C	YKR085C_mRNA	MRPL20
YJR008W	YJR008W_mRNA	MHO1
YLR304C	YLR304C_mRNA	ACO1
YGR021W	YGR021W_mRNA	
tK(CUU)F	tK(CUU)F_tRNA	
YNL248C	YNL248C_mRNA	RPA49
YPL004C	YPL004C_mRNA	LSP1
YBR176W	YBR176W_mRNA	ECM31
YDL006W	YDL006W_mRNA	PTC1
YDL076C	YDL076C_mRNA	RXT3
tH(GUG)E2	tH(GUG)E2_tRNA	
YPR058W	YPR058W_mRNA	YMC1
YIL002W-A	YIL002W-A_mRNA	
tL(UAG)L2	tL(UAG)L2_tRNA	
Q0255	Q0255_mRNA	Q0255
YOL149W	YOL149W_mRNA	DCP1
YHR180C-B	YHR180C-B_mRNA	
YIR022W	YIR022W_mRNA	SEC11
YDR265W	YDR265W_mRNA	PEX10
YNL042W-B	YNL042W-B_mRNA	
YOR059C	YOR059C_mRNA	
YIL136W	YIL136W_mRNA	OM45
YER027C	YER027C_mRNA	GAL83
YBR177C	YBR177C_mRNA	EHT1
YCL075W	YCL075W	
YAR075W	YAR075W_mRNA	
YHR022C-A	YHR022C-A_mRNA	
YML058W-A	YML058W-A_mRNA	HUG1
YHL042W	YHL042W_mRNA	
YBR027C	YBR027C_mRNA	
YKL112W	YKL112W_mRNA	ABF1
YGR130C	YGR130C_mRNA	
YER131W	YER131W_mRNA	RPS26B
YAL031C	YAL031C_mRNA	GIP4
YJR049C	YJR049C_mRNA	UTR1
YKL135C	YKL135C_mRNA	APL2
tD(GUC)I2	tD(GUC)I2_tRNA	
YML113W	YML113W_mRNA	DAT1
YGL040C	YGL040C_mRNA	HEM2
YBR197C	YBR197C_mRNA	
YJR079W	YJR079W_mRNA	
YLR017W	YLR017W_mRNA	MEU1
YGL121C	YGL121C_mRNA	GPG1
YER161C	YER161C_mRNA	SPT2
YDR307W	YDR307W_mRNA	PMT7
YKL018W	YKL018W_mRNA	SWD2
YOR108W	YOR108W_mRNA	LEU9
YBR026C	YBR026C_mRNA	ETR1
YPL248C	YPL248C_mRNA	GAL4
YML132W	YML132W_mRNA	COS3
YDR520C	YDR520C_mRNA	URC2
YAR064W	YAR064W_mRNA	
YOR106W	YOR106W_mRNA	VAM3
YGR006W	YGR006W_mRNA	PRP18
YIL092W	YIL092W_mRNA	
YAL025C	YAL025C_mRNA	MAK16
YDR168W	YDR168W_mRNA	CDC37
YBR121C	YBR121C_mRNA	GRS1
YDR113C	YDR113C_mRNA	PDS1
YGR159C	YGR159C_mRNA	NSR1
YJR037W	YJR037W_mRNA	
YIR004W	YIR004W_mRNA	DJP1
YLR342W	YLR342W_mRNA	FKS1
YPL270W	YPL270W_mRNA	MDL2
YGR260W	YGR260W_mRNA	TNA1
YML064C	YML064C_mRNA	TEM1
YIR020W-A	YIR020W-A_mRNA	YIR020W-A
YPR202W	YPR202W_mRNA	
YPR160W-A	YPR160W-A_mRNA	
YGL250W	YGL250W_mRNA	RMR1
YFR021W	YFR021W_mRNA	ATG18
YOR173W	YOR173W_mRNA	DCS2
YOL090W	YOL090W_mRNA	MSH2
YDL071C	YDL071C_mRNA	YDL071C
YOR271C	YOR271C_mRNA	FSF1
YKL087C	YKL087C_mRNA	CYT2
YBR087W	YBR087W_mRNA	RFC5
YML056C	YML056C_mRNA	IMD4
YGL252C	YGL252C_mRNA	RTG2
YBR270C	YBR270C_mRNA	BIT2
YOR349W	YOR349W_mRNA	CIN1
YNL229C	YNL229C_mRNA	URE2
YPR068C	YPR068C_mRNA	HOS1
YLR310C	YLR310C_mRNA	CDC25
YKL074C	YKL074C_mRNA	MUD2
YBL067C	YBL067C_mRNA	UBP13
YNL257C	YNL257C_mRNA	SIP3
YPL121C	YPL121C_mRNA	MEI5
YDR081C	YDR081C_mRNA	PDC2
YOL039W	YOL039W_mRNA	RPP2A
YEL066W	YEL066W_mRNA	HPA3
YPR013C	YPR013C_mRNA	CMR3
YKR075W-A	YKR075W-A_mRNA	
YJL108C	YJL108C_mRNA	PRM10
YJR138W	YJR138W_mRNA	IML1
YDR458C	YDR458C_mRNA	HEH2
YAL048C	YAL048C_mRNA	GEM1
YER069W	YER069W_mRNA	ARG5,6
YPL051W	YPL051W_mRNA	ARL3
YDL131W	YDL131W_mRNA	LYS21
YCR020C-A	YCR020C-A_mRNA	MAK31
YBL089W	YBL089W_mRNA	AVT5
YPL250C	YPL250C_mRNA	ATG41
YKR072C	YKR072C_mRNA	SIS2
YIL044C	YIL044C_mRNA	AGE2
YDR476C	YDR476C_mRNA	
YER144C	YER144C_mRNA	UBP5
YGL037C	YGL037C_mRNA	PNC1
YBR039W	YBR039W_mRNA	ATP3
YNL162W	YNL162W_mRNA	RPL42A
YDR212W	YDR212W_mRNA	TCP1
YLL060C	YLL060C_mRNA	GTT2
YKL126W	YKL126W_mRNA	YPK1
YHR031C	YHR031C_mRNA	RRM3
YEL034W	YEL034W_mRNA	HYP2
YDR182W-A	YDR182W-A_mRNA	
YKL018C-A	YKL018C-A_mRNA	
YDR101C	YDR101C_mRNA	ARX1
YPR106W	YPR106W_mRNA	ISR1
YJL135W	YJL135W_mRNA	
Q0010	Q0010_mRNA	Q0010
YKR045C	YKR045C_mRNA	
YPR053C	YPR053C_mRNA	
YNL268W	YNL268W_mRNA	LYP1
tM(CAU)M	tM(CAU)M_tRNA	EMT4
YBR136W	YBR136W_mRNA	MEC1
YNL169C	YNL169C_mRNA	PSD1
YMR135W-A	YMR135W-A_mRNA	
YLR429W	YLR429W_mRNA	CRN1
YGR031C-A	YGR031C-A_mRNA	NAG1
YIR020C-B	YIR020C-B_mRNA	
YOR190W	YOR190W_mRNA	SPR1
YJL185C	YJL185C_mRNA	ATG36
tK(UUU)Q	tK(UUU)Q_tRNA	
YLR056W	YLR056W_mRNA	ERG3
YPR198W	YPR198W_mRNA	SGE1
YDR493W	YDR493W_mRNA	MZM1
YBR097W	YBR097W_mRNA	VPS15
tR(ACG)Q2	tR(ACG)Q2_tRNA	
YBL107C	YBL107C_mRNA	MIX23
YBL074C	YBL074C_mRNA	AAR2
YMR260C	YMR260C_mRNA	TIF11
YLR411W	YLR411W_mRNA	CTR3
YPR120C	YPR120C_mRNA	CLB5
snR61	snR61_snoRNA	SNR61
YPL090C	YPL090C_mRNA	RPS6A
YPL125W	YPL125W_mRNA	KAP120
YDL125C	YDL125C_mRNA	HNT1
tK(CUU)D1	tK(CUU)D1_tRNA	
YBR071W	YBR071W_mRNA	
tL(CAA)A	tL(CAA)A_tRNA	SUP56
YDR539W	YDR539W_mRNA	FDC1
YDR239C	YDR239C_mRNA	
YAL056C-A	YAL056C-A_mRNA	YAL056C-A
YOR052C	YOR052C_mRNA	
YOL034W	YOL034W_mRNA	SMC5
YLR198C	YLR198C_mRNA	
YCR102W-A	YCR102W-A_mRNA	
YOR137C	YOR137C_mRNA	SIA1
YIR021W-A	YIR021W-A_mRNA	
YDR302W	YDR302W_mRNA	GPI11
tW(CCA)G1	tW(CCA)G1_tRNA	
YOR038C	YOR038C_mRNA	HIR2
YGR274C	YGR274C_mRNA	TAF1
YBR212W	YBR212W_mRNA	NGR1
YOR303W	YOR303W_mRNA	CPA1
YDL066W	YDL066W_mRNA	IDP1
YNL104C	YNL104C_mRNA	LEU4
YNL205C	YNL205C_mRNA	
YKR082W	YKR082W_mRNA	NUP133
YHR154W	YHR154W_mRNA	RTT107
YHL032C	YHL032C_mRNA	GUT1
YDR136C	YDR136C_mRNA	VPS61
YBL034C	YBL034C_mRNA	STU1
YBR180W	YBR180W_mRNA	DTR1
YJL156C	YJL156C_mRNA	SSY5
YIL009W	YIL009W_mRNA	FAA3
YDR129C	YDR129C_mRNA	SAC6
YLR467C-A	YLR467C-A_mRNA	
YLR170C	YLR170C_mRNA	APS1
YJL103C	YJL103C_mRNA	GSM1
YJR098C	YJR098C_mRNA	
YLL036C	YLL036C_mRNA	PRP19
YFR006W	YFR006W_mRNA	
YNL067W	YNL067W_mRNA	RPL9B
YPL088W	YPL088W_mRNA	
YLR228C	YLR228C_mRNA	ECM22
YNL026W	YNL026W_mRNA	SAM50
YDR043C	YDR043C_mRNA	NRG1
YCR041W	YCR041W_mRNA	
YLR103C	YLR103C_mRNA	CDC45
YHR003C	YHR003C_mRNA	TCD1
YOL117W	YOL117W_mRNA	RRI2
YCR069W	YCR069W_mRNA	CPR4
YLR079W	YLR079W_mRNA	SIC1
YHR175W-A	YHR175W-A_mRNA	
YIL141W	YIL141W_mRNA	
tK(CUU)C	tK(CUU)C_tRNA	
YHL047C	YHL047C_mRNA	ARN2
YLR164W	YLR164W_mRNA	SHH4
YIL098C	YIL098C_mRNA	FMC1
YPL175W	YPL175W_mRNA	SPT14
YCR025C	YCR025C_mRNA	
YPR067W	YPR067W_mRNA	ISA2
YJR150C	YJR150C_mRNA	DAN1
YDR275W	YDR275W_mRNA	BSC2
YOL053W	YOL053W_mRNA	AIM39
YFR036W	YFR036W_mRNA	CDC26
YKL014C	YKL014C_mRNA	URB1
YBR060C	YBR060C_mRNA	ORC2
YIL065C	YIL065C_mRNA	FIS1
YGR161C	YGR161C_mRNA	RTS3
YCR097W-A	YCR097W-A_mRNA	
tD(GUC)D	tD(GUC)D_tRNA	
YKL096W-A	YKL096W-A_mRNA	CWP2
YPR072W	YPR072W_mRNA	NOT5
YJL006C	YJL006C_mRNA	CTK2
YIL171W	YIL171W	YIL171W
YML030W	YML030W_mRNA	RCF1
YBR259W	YBR259W_mRNA	
YJR005W	YJR005W_mRNA	APL1
YMR118C	YMR118C_mRNA	SHH3
YOL005C	YOL005C_mRNA	RPB11
YOL020W	YOL020W_mRNA	TAT2
YER038C	YER038C_mRNA	KRE29
YKR038C	YKR038C_mRNA	KAE1
YKR048C	YKR048C_mRNA	NAP1
YLR264W	YLR264W_mRNA	RPS28B
YIL068C	YIL068C_mRNA	SEC6
YOR365C	YOR365C_mRNA	
YLR231C	YLR231C_mRNA	BNA5
YGL082W	YGL082W_mRNA	
YMR048W	YMR048W_mRNA	CSM3
tS(AGA)B	tS(AGA)B_tRNA	
YER094C	YER094C_mRNA	PUP3
YDR089W	YDR089W_mRNA	VTC5
YBR014C	YBR014C_mRNA	GRX7
YNL044W	YNL044W_mRNA	YIP3
YLR008C	YLR008C_mRNA	PAM18
YDR471W	YDR471W_mRNA	RPL27B
YJL009W	YJL009W_mRNA	
YDR319C	YDR319C_mRNA	
YJL202C	YJL202C_mRNA	
YPL038W-A	YPL038W-A_mRNA	
YPR069C	YPR069C_mRNA	SPE3
YKL070W	YKL070W_mRNA	
YMR233W	YMR233W_mRNA	TRI1
YDR228C	YDR228C_mRNA	PCF11
YGL012W	YGL012W_mRNA	ERG4
YPL164C	YPL164C_mRNA	MLH3
YPL163C	YPL163C_mRNA	SVS1
YLR069C	YLR069C_mRNA	MEF1
YHR052W-A	YHR052W-A_mRNA	
YLR403W	YLR403W_mRNA	SFP1
YNL028W	YNL028W_mRNA	
YOR207C	YOR207C_mRNA	RET1
YOR092W	YOR092W_mRNA	ECM3
snR13	snR13_snoRNA	SNR13
YNL263C	YNL263C_mRNA	YIF1
YAL037C-A	YAL037C-A_mRNA	
YIL139C	YIL139C_mRNA	REV7
YLR072W	YLR072W_mRNA	LAM6
YOL065C	YOL065C_mRNA	INP54
YNL059C	YNL059C_mRNA	ARP5
YMR149W	YMR149W_mRNA	SWP1
YML073C	YML073C_mRNA	RPL6A
YBR143C	YBR143C_mRNA	SUP45
YEL036C	YEL036C_mRNA	ANP1
YBR298C	YBR298C_mRNA	MAL31
YOR381W-A	YOR381W-A_mRNA	
YDR425W	YDR425W_mRNA	SNX41
YGL256W	YGL256W_mRNA	ADH4
YHR143W	YHR143W_mRNA	DSE2
YPL014W	YPL014W_mRNA	CIP1
YGL075C	YGL075C_mRNA	MPS2
YDL160C	YDL160C_mRNA	DHH1
YNL301C	YNL301C_mRNA	RPL18B
YNL193W	YNL193W_mRNA	
YGL248W	YGL248W_mRNA	PDE1
Q0275	Q0275_mRNA	COX3
YOR093C	YOR093C_mRNA	CMR2
YLR110C	YLR110C_mRNA	CCW12
YHL041W	YHL041W_mRNA	
YGL213C	YGL213C_mRNA	SKI8
YML129C	YML129C_mRNA	COX14
YNR041C	YNR041C_mRNA	COQ2
YNL210W	YNL210W_mRNA	MER1
tL(UAA)N	tL(UAA)N_tRNA	
YGL026C	YGL026C_mRNA	TRP5
YDR042C	YDR042C_mRNA	
YOR343C	YOR343C_mRNA	
YER147C-A	YER147C-A_mRNA	
YBR150C	YBR150C_mRNA	TBS1
YKR087C	YKR087C_mRNA	OMA1
YMR075W	YMR075W_mRNA	RCO1
YHR064C	YHR064C_mRNA	SSZ1
YML075C	YML075C_mRNA	HMG1
YGR194C	YGR194C_mRNA	XKS1
Q0142	Q0142_mRNA	Q0142
YJR039W	YJR039W_mRNA	
YKR073C	YKR073C_mRNA	
YOL013W-B	YOL013W-B_mRNA	YOL013W-B
YKL091C	YKL091C_mRNA	YKL091C
YNL126W	YNL126W_mRNA	SPC98
YKR062W	YKR062W_mRNA	TFA2
YKL068W-A	YKL068W-A_mRNA	
YBR042C	YBR042C_mRNA	CST26
YAL018C	YAL018C_mRNA	LDS1
YDR097C	YDR097C_mRNA	MSH6
YIL163C	YIL163C_mRNA	
YAL064W-B	YAL064W-B_mRNA	
YNL277W	YNL277W_mRNA	MET2
YOR274W	YOR274W_mRNA	MOD5
YJL189W	YJL189W_mRNA	RPL39
YHL015W-A	YHL015W-A_mRNA	
YLR117C	YLR117C_mRNA	CLF1
tR(ACG)D	tR(ACG)D_tRNA	
YDR119W	YDR119W_mRNA	VBA4
tD(GUC)I1	tD(GUC)I1_tRNA	
YER013W	YER013W_mRNA	PRP22
YOL107W	YOL107W_mRNA	
YDR422C	YDR422C_mRNA	SIP1
YPL137C	YPL137C_mRNA	GIP3
YKL157W	YKL157W_mRNA	APE2
YPL091W	YPL091W_mRNA	GLR1
YKR052C	YKR052C_mRNA	MRS4
YDR363W	YDR363W_mRNA	ESC2
YDR169C-A	YDR169C-A_mRNA	
YBR229C	YBR229C_mRNA	ROT2
YJR040W	YJR040W_mRNA	GEF1
YGR172C	YGR172C_mRNA	YIP1
YPR122W	YPR122W_mRNA	AXL1
YHR073W	YHR073W_mRNA	OSH3
YPR171W	YPR171W_mRNA	BSP1
YLR347W-A	YLR347W-A_mRNA	
YDR060W	YDR060W_mRNA	MAK21
YHR055C	YHR055C_mRNA	CUP1-2
YJR085C	YJR085C_mRNA	
YER137C	YER137C_mRNA	
YDR061W	YDR061W_mRNA	
YBR126W-B	YBR126W-B_mRNA	
YCL042W	YCL042W_mRNA	
YOR157C	YOR157C_mRNA	PUP1
YNL310C	YNL310C_mRNA	ZIM17
YGL096W	YGL096W_mRNA	TOS8
YGR240C-A	YGR240C-A_mRNA	
YOR252W	YOR252W_mRNA	TMA16
YEL046C	YEL046C_mRNA	GLY1
YAL034W-A	YAL034W-A_mRNA	MTW1
YCR063W	YCR063W_mRNA	BUD31
YEL053C	YEL053C_mRNA	MAK10
YNL187W	YNL187W_mRNA	SWT21
YDL028C	YDL028C_mRNA	MPS1
YCR036W	YCR036W_mRNA	RBK1
YNL034W	YNL034W_mRNA	
YHR025W	YHR025W_mRNA	THR1
YJL061W	YJL061W_mRNA	NUP82
YMR319C	YMR319C_mRNA	FET4
YOL122C	YOL122C_mRNA	SMF1
YLR233C	YLR233C_mRNA	EST1
YDR034W-B	YDR034W-B_mRNA	
YNL119W	YNL119W_mRNA	NCS2
YJL008C	YJL008C_mRNA	CCT8
Q0070	Q0070_mRNA	AI5_ALPHA
snR7-S	snR7-S_snRNA	SNR7-S
YJL186W	YJL186W_mRNA	MNN5
YIL026C	YIL026C_mRNA	IRR1
YJR120W	YJR120W_mRNA	
snR84	snR84_snoRNA	SNR84
YBL071C	YBL071C_mRNA	
YML114C	YML114C_mRNA	TAF8
YHR182C-A	YHR182C-A_mRNA	
tV(AAC)J	tV(AAC)J_tRNA	
YER105C	YER105C_mRNA	NUP157
YJR069C	YJR069C_mRNA	HAM1
YBR111W-A	YBR111W-A_mRNA	SUS1
snR58	snR58_snoRNA	SNR58
YOL161C	YOL161C_mRNA	PAU20
YOR072W	YOR072W_mRNA	YOR072W
YBR158W	YBR158W_mRNA	AMN1
YDR358W	YDR358W_mRNA	GGA1
YDR544C	YDR544C_mRNA	
YLR390W-A	YLR390W-A_mRNA	CCW14
YGL098W	YGL098W_mRNA	USE1
YDR460W	YDR460W_mRNA	TFB3
YNL304W	YNL304W_mRNA	YPT11
YGR074W	YGR074W_mRNA	SMD1
YPR181C	YPR181C_mRNA	SEC23
YOL155W-A	YOL155W-A_mRNA	
YGR098C	YGR098C_mRNA	ESP1
YIL144W	YIL144W_mRNA	
YDL176W	YDL176W_mRNA	
Q0160	Q0160_mRNA	SCEI
YOL029C	YOL029C_mRNA	
YEL059W	YEL059W_mRNA	HHY1
YNR036C	YNR036C_mRNA	MRPS12
YDR130C	YDR130C_mRNA	FIN1
YEL040W	YEL040W_mRNA	UTR2
YBR284W	YBR284W_mRNA	
YDR214W	YDR214W_mRNA	AHA1
YGL145W	YGL145W_mRNA	TIP20
YDR002W	YDR002W_mRNA	YRB1
YDL242W	YDL242W_mRNA	
YLR253W	YLR253W_mRNA	MCP2
YKL183C-A	YKL183C-A_mRNA	
YEL010W	YEL010W_mRNA	
YKR058W	YKR058W_mRNA	GLG1
YJR130C	YJR130C_mRNA	STR2
YGR228W	YGR228W_mRNA	
YGR086C	YGR086C_mRNA	PIL1
YPL092W	YPL092W_mRNA	SSU1
YDR266C	YDR266C_mRNA	HEL2
YML001W	YML001W_mRNA	YPT7
YIL016W	YIL016W_mRNA	SNL1
YGR273C	YGR273C_mRNA	
YDR199W	YDR199W_mRNA	
YBR091C	YBR091C_mRNA	TIM12
YGL050W	YGL050W_mRNA	TYW3
YIL119C	YIL119C_mRNA	RPI1
YOL046C	YOL046C_mRNA	
YGR183C	YGR183C_mRNA	QCR9
YMR308C	YMR308C_mRNA	PSE1
tS(UGA)I	tS(UGA)I_tRNA	SUP17
YNL039W	YNL039W_mRNA	BDP1
YJR140W-A	YJR140W-A_mRNA	
YPL145C	YPL145C_mRNA	KES1
YMR240C	YMR240C_mRNA	CUS1
YKR094C	YKR094C_mRNA	RPL40B
YDR406W-A	YDR406W-A_mRNA	YDR406W-A
YLR424W	YLR424W_mRNA	SPP382
YGL228W	YGL228W_mRNA	SHE10
YKL110C	YKL110C_mRNA	KTI12
YPL198W	YPL198W_mRNA	RPL7B
tI(AAU)B	tI(AAU)B_tRNA	
YNL043C	YNL043C_mRNA	
YNR055C	YNR055C_mRNA	HOL1
YJR146W	YJR146W_mRNA	
YPL006W	YPL006W_mRNA	NCR1
YHR132C	YHR132C_mRNA	ECM14
YPR161C	YPR161C_mRNA	SGV1
YKL094W	YKL094W_mRNA	YJU3
YFL032W	YFL032W_mRNA	
YKR099W	YKR099W_mRNA	BAS1
YEL032W	YEL032W_mRNA	MCM3
YJR067C	YJR067C_mRNA	YAE1
YBR294W	YBR294W_mRNA	SUL1
YBR083W	YBR083W_mRNA	TEC1
YIL161W	YIL161W_mRNA	
YBL080C	YBL080C_mRNA	PET112
YEL008C-A	YEL008C-A_mRNA	
YIL056W	YIL056W_mRNA	VHR1
YDR361C	YDR361C_mRNA	BCP1
YOR335C	YOR335C_mRNA	ALA1
YIL082W	YIL082W_mRNA	
YMR195W	YMR195W_mRNA	ICY1
YML087C	YML087C_mRNA	AIM33
YMR304W	YMR304W_mRNA	UBP15
YBR160W	YBR160W_mRNA	CDC28
snR191	snR191_snoRNA	SNR191
YPL264C	YPL264C_mRNA	
YDL045C	YDL045C_mRNA	FAD1
YMR072W	YMR072W_mRNA	ABF2
YGL168W	YGL168W_mRNA	HUR1
YDL045W-A	YDL045W-A_mRNA	MRP10
YDR505C	YDR505C_mRNA	PSP1
YMR059W	YMR059W_mRNA	SEN15
YGL107C	YGL107C_mRNA	RMD9
Q0080	Q0080_mRNA	ATP8
YAL024C	YAL024C_mRNA	LTE1
YOR333C	YOR333C_mRNA	YOR333C
YLR222C-A	YLR222C-A_mRNA	
YFL018C	YFL018C_mRNA	LPD1
YBR244W	YBR244W_mRNA	GPX2
YKL149C	YKL149C_mRNA	DBR1
YCR081C-A	YCR081C-A_mRNA	
tI(AAU)P1	tI(AAU)P1_tRNA	
YLR250W	YLR250W_mRNA	SSP120
YBR218C	YBR218C_mRNA	PYC2
YNL121C	YNL121C_mRNA	TOM70
YAL019W	YAL019W_mRNA	FUN30
YLR180W	YLR180W_mRNA	SAM1
YGL079W	YGL079W_mRNA	KXD1
YKR014C	YKR014C_mRNA	YPT52
YGR041W	YGR041W_mRNA	BUD9
YMR224C	YMR224C_mRNA	MRE11
YIR039C	YIR039C_mRNA	YPS6
YDL199C	YDL199C_mRNA	
YJR012C	YJR012C_mRNA	
YBR227C	YBR227C_mRNA	MCX1
YPL218W	YPL218W_mRNA	SAR1
YPL059W	YPL059W_mRNA	GRX5
YIR018W	YIR018W_mRNA	YAP5
YBL065W	YBL065W_mRNA	
YGR197C	YGR197C_mRNA	SNG1
YDL123W	YDL123W_mRNA	SNA4
